,,data
10,653761,-8.0
10,653762,-27.0
10,653763,-41.0
10,653764,-47.0
10,653765,-51.0
10,653766,-55.0
10,653767,-56.0
10,653768,-56.0
10,653769,-53.0
10,653770,-52.0
10,653771,-52.0
10,653772,-52.0
10,653773,-52.0
10,653774,-51.0
10,653775,-50.0
10,653776,-48.0
10,653777,-48.0
10,653778,-47.0
10,653779,-47.0
10,653780,-47.0
10,653781,-47.0
10,653782,-47.0
10,653783,-45.0
10,653784,-40.0
10,653785,-28.0
10,653786,-17.0
10,653787,-7.0
10,653788,-10.0
10,653789,-21.0
10,653790,-36.0
10,653791,-46.0
10,653792,-43.0
10,653793,-42.0
10,653794,-47.0
10,653795,-57.0
10,653796,17.0
10,653797,217.0
10,653798,325.0
10,653799,178.0
10,653800,-11.0
10,653801,-55.0
10,653802,-32.0
10,653803,-25.0
10,653804,-23.0
10,653805,-20.0
10,653806,-16.0
10,653807,-12.0
10,653808,-7.0
10,653809,-2.0
10,653810,2.0
10,653811,8.0
10,653812,16.0
10,653813,25.0
10,653814,37.0
10,653815,50.0
10,653816,62.0
10,653817,75.0
10,653818,86.0
10,653819,96.0
10,653820,106.0
10,653821,110.0
10,653822,103.0
10,653823,85.0
10,653824,57.0
10,653825,27.0
10,653826,0.0
10,653827,-21.0
10,653828,-35.0
10,653829,-45.0
10,653830,-51.0
10,653831,-53.0
10,653832,-53.0
10,653833,-52.0
10,653834,-53.0
10,653835,-52.0
10,653836,-52.0
10,653837,-53.0
10,653838,-53.0
10,653839,-53.0
10,653840,-52.0
10,653841,-52.0
10,653842,-51.0
10,653843,-50.0
10,653844,-48.0
10,653845,-47.0
10,653846,-48.0
10,653847,-47.0
10,653848,-45.0
10,653849,-41.0
10,653850,-32.0
10,653851,-20.0
10,653852,-11.0
10,653853,-10.0
10,653854,-21.0
10,653855,-36.0
10,653856,-46.0
10,653857,-48.0
10,653858,-47.0
10,653859,-51.0
10,653860,-65.0
10,653861,-18.0
10,653862,168.0
10,653863,321.0
10,653864,222.0
10,653865,15.0
10,653866,-61.0
10,653867,-43.0
10,653868,-30.0
10,653869,-27.0
10,653870,-23.0
10,653871,-20.0
10,653872,-16.0
10,653873,-11.0
10,653874,-6.0
10,653875,-1.0
10,653876,5.0
10,653877,12.0
10,653878,20.0
10,653879,32.0
10,653880,46.0
10,653881,58.0
10,653882,71.0
10,653883,82.0
10,653884,93.0
10,653885,103.0
10,653886,110.0
10,653887,107.0
10,653888,91.0
10,653889,65.0
10,653890,33.0
10,653891,5.0
10,653892,-17.0
10,653893,-32.0
10,653894,-42.0
10,653895,-47.0
10,653896,-52.0
10,653897,-55.0
10,653898,-55.0
10,653899,-55.0
10,653900,-55.0
10,653901,-53.0
10,653902,-53.0
10,653903,-53.0
10,653904,-53.0
10,653905,-53.0
10,653906,-52.0
10,653907,-50.0
10,653908,-50.0
10,653909,-50.0
10,653910,-48.0
10,653911,-47.0
10,653912,-47.0
10,653913,-43.0
10,653914,-37.0
10,653915,-27.0
10,653916,-15.0
10,653917,-6.0
10,653918,-8.0
10,653919,-20.0
10,653920,-35.0
10,653921,-43.0
10,653922,-46.0
10,653923,-45.0
10,653924,-51.0
10,653925,-57.0
10,653926,47.0
10,653927,257.0
10,653928,325.0
10,653929,146.0
10,653930,-30.0
10,653931,-58.0
10,653932,-33.0
10,653933,-27.0
10,653934,-26.0
10,653935,-22.0
10,653936,-18.0
10,653937,-13.0
10,653938,-7.0
10,653939,-2.0
10,653940,2.0
10,653941,7.0
10,653942,15.0
10,653943,25.0
10,653944,37.0
10,653945,51.0
10,653946,63.0
10,653947,76.0
10,653948,88.0
10,653949,98.0
10,653950,108.0
10,653951,111.0
10,653952,102.0
10,653953,81.0
10,653954,51.0
10,653955,20.0
10,653956,-5.0
10,653957,-22.0
10,653958,-36.0
10,653959,-45.0
10,653960,-50.0
10,653961,-53.0
10,653962,-55.0
10,653963,-56.0
10,653964,-55.0
10,653965,-55.0
10,653966,-56.0
10,653967,-56.0
10,653968,-57.0
10,653969,-56.0
10,653970,-55.0
10,653971,-53.0
10,653972,-51.0
10,653973,-51.0
10,653974,-50.0
10,653975,-48.0
10,653976,-46.0
10,653977,-42.0
10,653978,-33.0
10,653979,-23.0
10,653980,-13.0
10,653981,-11.0
10,653982,-18.0
10,653983,-32.0
10,653984,-45.0
10,653985,-50.0
10,653986,-51.0
10,653987,-51.0
10,653988,-61.0
10,653989,-36.0
10,653990,128.0
10,653991,335.0
10,653992,278.0
10,653993,63.0
10,653994,-60.0
10,653995,-48.0
10,653996,-32.0
10,653997,-30.0
10,653998,-27.0
10,653999,-23.0
10,654000,-20.0
10,654001,-15.0
10,654002,-10.0
10,654003,-3.0
10,654004,3.0
10,654005,10.0
10,654006,18.0
10,654007,28.0
10,654008,38.0
10,654009,51.0
10,654010,63.0
10,654011,76.0
10,654012,86.0
10,654013,95.0
10,654014,105.0
10,654015,106.0
10,654016,93.0
10,654017,68.0
10,654018,40.0
10,654019,11.0
10,654020,-12.0
10,654021,-30.0
10,654022,-42.0
10,654023,-48.0
10,654024,-52.0
10,654025,-55.0
10,654026,-56.0
10,654027,-56.0
10,654028,-56.0
10,654029,-55.0
10,654030,-56.0
10,654031,-57.0
10,654032,-58.0
10,654033,-58.0
10,654034,-55.0
10,654035,-51.0
10,654036,-50.0
10,654037,-50.0
10,654038,-48.0
10,654039,-46.0
10,654040,-41.0
10,654041,-32.0
10,654042,-20.0
10,654043,-11.0
10,654044,-10.0
10,654045,-22.0
10,654046,-37.0
10,654047,-46.0
10,654048,-48.0
10,654049,-46.0
10,654050,-50.0
10,654051,-61.0
10,654052,-10.0
10,654053,180.0
10,654054,330.0
10,654055,226.0
10,654056,17.0
10,654057,-61.0
10,654058,-43.0
10,654059,-32.0
10,654060,-27.0
10,654061,-23.0
10,654062,-21.0
10,654063,-17.0
10,654064,-13.0
10,654065,-8.0
10,654066,-1.0
10,654067,5.0
10,654068,12.0
10,654069,21.0
10,654070,32.0
10,654071,45.0
10,654072,57.0
10,654073,71.0
10,654074,82.0
10,654075,92.0
10,654076,103.0
10,654077,111.0
10,654078,108.0
10,654079,93.0
10,654080,66.0
10,654081,33.0
10,654082,5.0
10,654083,-16.0
10,654084,-33.0
10,654085,-45.0
10,654086,-52.0
10,654087,-55.0
10,654088,-56.0
10,654089,-57.0
10,654090,-56.0
10,654091,-56.0
10,654092,-56.0
10,654093,-57.0
10,654094,-60.0
10,654095,-57.0
10,654096,-57.0
10,654097,-55.0
10,654098,-53.0
10,654099,-52.0
10,654100,-50.0
10,654101,-47.0
10,654102,-41.0
10,654103,-31.0
10,654104,-20.0
10,654105,-10.0
10,654106,-12.0
10,654107,-23.0
10,654108,-38.0
10,654109,-47.0
10,654110,-48.0
10,654111,-46.0
10,654112,-53.0
10,654113,-65.0
10,654114,11.0
10,654115,215.0
10,654116,325.0
10,654117,180.0
10,654118,-13.0
10,654119,-63.0
10,654120,-41.0
10,654121,-31.0
10,654122,-27.0
10,654123,-23.0
10,654124,-21.0
10,654125,-18.0
10,654126,-13.0
10,654127,-7.0
10,654128,-1.0
10,654129,6.0
10,654130,13.0
10,654131,23.0
10,654132,33.0
10,654133,46.0
10,654134,58.0
10,654135,70.0
10,654136,80.0
10,654137,91.0
10,654138,103.0
10,654139,110.0
10,654140,106.0
10,654141,87.0
10,654142,57.0
10,654143,25.0
10,654144,-1.0
10,654145,-22.0
10,654146,-37.0
10,654147,-46.0
10,654148,-52.0
10,654149,-53.0
10,654150,-56.0
10,654151,-57.0
10,654152,-57.0
10,654153,-58.0
10,654154,-58.0
10,654155,-60.0
10,654156,-61.0
10,654157,-58.0
10,654158,-57.0
10,654159,-55.0
10,654160,-52.0
10,654161,-51.0
10,654162,-48.0
10,654163,-42.0
10,654164,-31.0
10,654165,-18.0
10,654166,-10.0
10,654167,-13.0
10,654168,-27.0
10,654169,-41.0
10,654170,-51.0
10,654171,-52.0
10,654172,-51.0
10,654173,-55.0
10,654174,-70.0
10,654175,-18.0
10,654176,171.0
10,654177,316.0
10,654178,208.0
10,654179,2.0
10,654180,-66.0
10,654181,-46.0
10,654182,-35.0
10,654183,-31.0
10,654184,-28.0
10,654185,-25.0
10,654186,-20.0
10,654187,-15.0
10,654188,-8.0
10,654189,-3.0
10,654190,3.0
10,654191,11.0
10,654192,21.0
10,654193,31.0
10,654194,42.0
10,654195,53.0
10,654196,66.0
10,654197,80.0
10,654198,92.0
10,654199,103.0
10,654200,111.0
10,654201,108.0
10,654202,93.0
10,654203,65.0
10,654204,32.0
10,654205,3.0
10,654206,-17.0
10,654207,-32.0
10,654208,-45.0
10,654209,-51.0
10,654210,-52.0
10,654211,-53.0
10,654212,-56.0
10,654213,-56.0
10,654214,-57.0
10,654215,-58.0
10,654216,-61.0
10,654217,-60.0
10,654218,-60.0
10,654219,-57.0
10,654220,-56.0
10,654221,-53.0
10,654222,-52.0
10,654223,-45.0
10,654224,-32.0
10,654225,-15.0
10,654226,-3.0
10,654227,-6.0
10,654228,-20.0
10,654229,-35.0
10,654230,-46.0
10,654231,-50.0
10,654232,-48.0
10,654233,-50.0
10,654234,-66.0
10,654235,-41.0
10,654236,122.0
10,654237,315.0
10,654238,255.0
10,654239,46.0
10,654240,-63.0
10,654241,-53.0
10,654242,-37.0
10,654243,-32.0
10,654244,-28.0
10,654245,-23.0
10,654246,-20.0
10,654247,-13.0
10,654248,-10.0
10,654249,-5.0
10,654250,2.0
10,654251,11.0
10,654252,20.0
10,654253,31.0
10,654254,42.0
10,654255,53.0
10,654256,65.0
10,654257,77.0
10,654258,88.0
10,654259,101.0
10,654260,108.0
10,654261,110.0
10,654262,95.0
10,654263,68.0
10,654264,37.0
10,654265,7.0
10,654266,-16.0
10,654267,-35.0
10,654268,-46.0
10,654269,-51.0
10,654270,-55.0
10,654271,-56.0
10,654272,-56.0
10,654273,-56.0
10,654274,-57.0
10,654275,-60.0
10,654276,-62.0
10,654277,-62.0
10,654278,-63.0
10,654279,-60.0
10,654280,-57.0
10,654281,-56.0
10,654282,-52.0
10,654283,-43.0
10,654284,-31.0
10,654285,-16.0
10,654286,-6.0
10,654287,-12.0
10,654288,-28.0
10,654289,-43.0
10,654290,-52.0
10,654291,-55.0
10,654292,-53.0
10,654293,-60.0
10,654294,-72.0
10,654295,-18.0
10,654296,173.0
10,654297,315.0
10,654298,203.0
10,654299,0.0
10,654300,-68.0
10,654301,-48.0
10,654302,-38.0
10,654303,-36.0
10,654304,-31.0
10,654305,-26.0
10,654306,-20.0
10,654307,-13.0
10,654308,-7.0
10,654309,-2.0
10,654310,3.0
10,654311,11.0
10,654312,22.0
10,654313,32.0
10,654314,41.0
10,654315,52.0
10,654316,63.0
10,654317,77.0
10,654318,88.0
10,654319,100.0
10,654320,106.0
10,654321,102.0
10,654322,85.0
10,654323,57.0
10,654324,28.0
10,654325,1.0
10,654326,-18.0
10,654327,-35.0
10,654328,-47.0
10,654329,-53.0
10,654330,-56.0
10,654331,-55.0
10,654332,-55.0
10,654333,-56.0
10,654334,-57.0
10,654335,-57.0
10,654336,-58.0
10,654337,-57.0
10,654338,-57.0
10,654339,-56.0
10,654340,-55.0
10,654341,-50.0
10,654342,-41.0
10,654343,-27.0
10,654344,-12.0
10,654345,-1.0
10,654346,-3.0
10,654347,-21.0
10,654348,-40.0
10,654349,-48.0
10,654350,-50.0
10,654351,-48.0
10,654352,-51.0
10,654353,-65.0
10,654354,-33.0
10,654355,136.0
10,654356,321.0
10,654357,256.0
10,654358,45.0
10,654359,-62.0
10,654360,-52.0
10,654361,-38.0
10,654362,-33.0
10,654363,-28.0
10,654364,-23.0
10,654365,-18.0
10,654366,-13.0
10,654367,-8.0
10,654368,-3.0
10,654369,2.0
10,654370,7.0
10,654371,17.0
10,654372,27.0
10,654373,37.0
10,654374,48.0
10,654375,58.0
10,654376,71.0
10,654377,83.0
10,654378,95.0
10,654379,105.0
10,654380,102.0
10,654381,90.0
10,654382,65.0
10,654383,37.0
10,654384,8.0
10,654385,-13.0
10,654386,-31.0
10,654387,-42.0
10,654388,-48.0
10,654389,-52.0
10,654390,-52.0
10,654391,-53.0
10,654392,-56.0
10,654393,-57.0
10,654394,-58.0
10,654395,-58.0
10,654396,-60.0
10,654397,-61.0
10,654398,-58.0
10,654399,-55.0
10,654400,-50.0
10,654401,-41.0
10,654402,-27.0
10,654403,-12.0
10,654404,-5.0
10,654405,-11.0
10,654406,-30.0
10,654407,-46.0
10,654408,-53.0
10,654409,-55.0
10,654410,-55.0
10,654411,-60.0
10,654412,-75.0
10,654413,-17.0
10,654414,176.0
10,654415,311.0
10,654416,193.0
10,654417,-6.0
10,654418,-71.0
10,654419,-48.0
10,654420,-37.0
10,654421,-33.0
10,654422,-31.0
10,654423,-25.0
10,654424,-21.0
10,654425,-17.0
10,654426,-12.0
10,654427,-6.0
10,654428,2.0
10,654429,11.0
10,654430,22.0
10,654431,31.0
10,654432,40.0
10,654433,50.0
10,654434,60.0
10,654435,71.0
10,654436,81.0
10,654437,90.0
10,654438,98.0
10,654439,96.0
10,654440,82.0
10,654441,55.0
10,654442,26.0
10,654443,1.0
10,654444,-20.0
10,654445,-35.0
10,654446,-42.0
10,654447,-48.0
10,654448,-52.0
10,654449,-55.0
10,654450,-57.0
10,654451,-58.0
10,654452,-58.0
10,654453,-61.0
10,654454,-61.0
10,654455,-60.0
10,654456,-58.0
10,654457,-57.0
10,654458,-51.0
10,654459,-43.0
10,654460,-30.0
10,654461,-15.0
10,654462,-1.0
10,654463,-5.0
10,654464,-21.0
10,654465,-40.0
10,654466,-50.0
10,654467,-52.0
10,654468,-52.0
10,654469,-55.0
10,654470,-72.0
10,654471,-51.0
10,654472,103.0
10,654473,301.0
10,654474,246.0
10,654475,42.0
10,654476,-68.0
10,654477,-56.0
10,654478,-38.0
10,654479,-33.0
10,654480,-28.0
10,654481,-25.0
10,654482,-22.0
10,654483,-17.0
10,654484,-11.0
10,654485,-3.0
10,654486,2.0
10,654487,7.0
10,654488,16.0
10,654489,25.0
10,654490,35.0
10,654491,46.0
10,654492,58.0
10,654493,71.0
10,654494,80.0
10,654495,92.0
10,654496,102.0
10,654497,105.0
10,654498,91.0
10,654499,68.0
10,654500,40.0
10,654501,12.0
10,654502,-8.0
10,654503,-26.0
10,654504,-38.0
10,654505,-46.0
10,654506,-51.0
10,654507,-53.0
10,654508,-56.0
10,654509,-57.0
10,654510,-56.0
10,654511,-56.0
10,654512,-57.0
10,654513,-60.0
10,654514,-62.0
10,654515,-63.0
10,654516,-60.0
10,654517,-51.0
10,654518,-35.0
10,654519,-16.0
10,654520,-3.0
10,654521,-7.0
10,654522,-26.0
10,654523,-42.0
10,654524,-51.0
10,654525,-52.0
10,654526,-51.0
10,654527,-56.0
10,654528,-67.0
10,654529,-10.0
10,654530,182.0
10,654531,317.0
10,654532,198.0
10,654533,-3.0
10,654534,-66.0
10,654535,-43.0
10,654536,-32.0
10,654537,-26.0
10,654538,-22.0
10,654539,-20.0
10,654540,-16.0
10,654541,-10.0
10,654542,-3.0
10,654543,0.0
10,654544,5.0
10,654545,12.0
10,654546,22.0
10,654547,32.0
10,654548,45.0
10,654549,53.0
10,654550,63.0
10,654551,73.0
10,654552,86.0
10,654553,98.0
10,654554,106.0
10,654555,102.0
10,654556,86.0
10,654557,61.0
10,654558,31.0
10,654559,2.0
10,654560,-15.0
10,654561,-28.0
10,654562,-41.0
10,654563,-46.0
10,654564,-47.0
10,654565,-50.0
10,654566,-55.0
10,654567,-57.0
10,654568,-57.0
10,654569,-57.0
10,654570,-57.0
10,654571,-57.0
10,654572,-53.0
10,654573,-46.0
10,654574,-33.0
10,654575,-17.0
10,654576,-3.0
10,654577,-1.0
10,654578,-16.0
10,654579,-33.0
10,654580,-46.0
10,654581,-50.0
10,654582,-50.0
10,654583,-53.0
10,654584,-68.0
10,654585,-78.0
10,654586,46.0
10,654587,236.0
10,654588,277.0
10,654589,63.0
10,654590,-80.0
10,654591,-68.0
10,654592,-46.0
10,654593,-40.0
10,654594,-36.0
10,654595,-33.0
10,654596,-28.0
10,654597,-22.0
10,654598,-17.0
10,654599,-11.0
10,654600,-5.0
10,654601,3.0
10,654602,10.0
10,654603,21.0
10,654604,32.0
10,654605,42.0
10,654606,51.0
10,654607,60.0
10,654608,68.0
10,654609,77.0
10,654610,82.0
10,654611,85.0
10,654612,77.0
10,654613,57.0
10,654614,31.0
10,654615,6.0
10,654616,-16.0
10,654617,-32.0
10,654618,-41.0
10,654619,-47.0
10,654620,-50.0
10,654621,-51.0
10,654622,-52.0
10,654623,-53.0
10,654624,-53.0
10,654625,-53.0
10,654626,-55.0
10,654627,-56.0
10,654628,-57.0
10,654629,-56.0
10,654630,-48.0
10,654631,-37.0
10,654632,-22.0
10,654633,-11.0
10,654634,-7.0
10,654635,-22.0
10,654636,-40.0
10,654637,-52.0
10,654638,-57.0
10,654639,-57.0
10,654640,-57.0
10,654641,-68.0
10,654642,-76.0
10,654643,51.0
10,654644,263.0
10,654645,321.0
10,654646,112.0
10,654647,-51.0
10,654648,-72.0
10,654649,-47.0
10,654650,-41.0
10,654651,-36.0
10,654652,-31.0
10,654653,-26.0
10,654654,-20.0
10,654655,-12.0
10,654656,-6.0
10,654657,-1.0
10,654658,3.0
10,654659,7.0
10,654660,15.0
10,654661,25.0
10,654662,40.0
10,654663,52.0
10,654664,63.0
10,654665,73.0
10,654666,85.0
10,654667,93.0
10,654668,100.0
10,654669,93.0
10,654670,73.0
10,654671,43.0
10,654672,11.0
10,654673,-13.0
10,654674,-32.0
10,654675,-46.0
10,654676,-56.0
10,654677,-62.0
10,654678,-63.0
10,654679,-62.0
10,654680,-66.0
10,654681,-67.0
10,654682,-70.0
10,654683,-72.0
10,654684,-73.0
10,654685,-70.0
10,654686,-62.0
10,654687,-51.0
10,654688,-36.0
10,654689,-22.0
10,654690,-15.0
10,654691,-21.0
10,654692,-35.0
10,654693,-48.0
10,654694,-55.0
10,654695,-56.0
10,654696,-57.0
10,654697,-65.0
10,654698,-71.0
10,654699,41.0
10,654700,255.0
10,654701,322.0
10,654702,145.0
10,654703,-30.0
10,654704,-60.0
10,654705,-36.0
10,654706,-28.0
10,654707,-21.0
10,654708,-15.0
10,654709,-10.0
10,654710,-6.0
10,654711,-1.0
10,654712,3.0
10,654713,11.0
10,654714,16.0
10,654715,22.0
10,654716,31.0
10,654717,41.0
10,654718,52.0
10,654719,65.0
10,654720,75.0
10,654721,86.0
10,654722,98.0
10,654723,110.0
10,654724,116.0
10,654725,110.0
10,654726,91.0
10,654727,62.0
10,654728,35.0
10,654729,10.0
10,654730,-11.0
10,654731,-25.0
10,654732,-31.0
10,654733,-35.0
10,654734,-37.0
10,654735,-40.0
10,654736,-42.0
10,654737,-46.0
10,654738,-47.0
10,654739,-48.0
10,654740,-47.0
10,654741,-45.0
10,654742,-36.0
10,654743,-23.0
10,654744,-7.0
10,654745,-1.0
10,654746,-7.0
10,654747,-27.0
10,654748,-42.0
10,654749,-51.0
10,654750,-53.0
10,654751,-56.0
10,654752,-65.0
10,654753,-82.0
10,654754,-35.0
10,654755,142.0
10,654756,275.0
10,654757,168.0
10,654758,-22.0
10,654759,-86.0
10,654760,-65.0
10,654761,-52.0
10,654762,-47.0
10,654763,-45.0
10,654764,-41.0
10,654765,-35.0
10,654766,-26.0
10,654767,-18.0
10,654768,-11.0
10,654769,-3.0
10,654770,2.0
10,654771,11.0
10,654772,20.0
10,654773,27.0
10,654774,35.0
10,654775,46.0
10,654776,57.0
10,654777,66.0
10,654778,71.0
10,654779,72.0
10,654780,66.0
10,654781,48.0
10,654782,26.0
10,654783,0.0
10,654784,-23.0
10,654785,-42.0
10,654786,-57.0
10,654787,-66.0
10,654788,-71.0
10,654789,-73.0
10,654790,-75.0
10,654791,-72.0
10,654792,-71.0
10,654793,-68.0
10,654794,-66.0
10,654795,-62.0
10,654796,-58.0
10,654797,-48.0
10,654798,-32.0
10,654799,-16.0
10,654800,-3.0
10,654801,1.0
10,654802,-11.0
10,654803,-30.0
10,654804,-43.0
10,654805,-46.0
10,654806,-47.0
10,654807,-45.0
10,654808,-58.0
10,654809,-46.0
10,654810,90.0
10,654811,300.0
10,654812,346.0
10,654813,120.0
10,654814,-28.0
10,654815,-43.0
10,654816,-22.0
10,654817,-18.0
10,654818,-15.0
10,654819,-10.0
10,654820,-6.0
10,654821,-3.0
10,654822,-3.0
10,654823,-2.0
10,654824,0.0
10,654825,8.0
10,654826,22.0
10,654827,35.0
10,654828,43.0
10,654829,53.0
10,654830,65.0
10,654831,80.0
10,654832,91.0
10,654833,103.0
10,654834,113.0
10,654835,116.0
10,654836,105.0
10,654837,81.0
10,654838,53.0
10,654839,25.0
10,654840,-2.0
10,654841,-20.0
10,654842,-33.0
10,654843,-43.0
10,654844,-52.0
10,654845,-55.0
10,654846,-55.0
10,654847,-58.0
10,654848,-60.0
10,654849,-62.0
10,654850,-63.0
10,654851,-58.0
10,654852,-48.0
10,654853,-35.0
10,654854,-18.0
10,654855,-15.0
10,654856,-28.0
10,654857,-51.0
10,654858,-67.0
10,654859,-72.0
10,654860,-71.0
10,654861,-73.0
10,654862,-87.0
10,654863,-95.0
10,654864,15.0
10,654865,225.0
10,654866,290.0
10,654867,106.0
10,654868,-65.0
10,654869,-91.0
